comment_class,comment_text,category,reply_count,like_count,video_name,date
9,<NULL>,,0,0,,2013-06-03T02:22:24.000Z
9,<NULL>,,0,0,,2013-06-03T06:32:45.000Z
9,<NULL>,,0,0,,2013-06-03T13:55:34.000Z
9,<NULL>,,0,0,,2013-06-03T20:12:07.000Z
9,<NULL>,,0,0,,2013-06-05T01:53:55.000Z
9,<NULL>,,0,0,,2013-06-05T21:22:15.000Z
9,<NULL>,,0,0,,2013-06-06T14:39:45.000Z
9,<NULL>,,0,0,,2013-06-06T23:21:46.000Z
9,<NULL>,,0,0,,2013-06-07T19:04:46.000Z
9,<NULL>,,0,0,,2013-06-07T21:39:58.000Z
9,<NULL>,,0,0,,2013-06-08T04:06:49.000Z
9,<NULL>,,0,0,,2013-06-09T01:30:13.000Z
9,<NULL>,,0,0,,2013-06-12T05:50:16.000Z
9,<NULL>,,0,0,,2013-06-13T20:09:32.000Z
9,<NULL>,,0,0,,2013-06-25T12:15:13.000Z
9,<NULL>,,0,0,,2013-06-26T15:09:30.000Z
9,<NULL>,,1,0,,2013-06-27T14:16:17.000Z
9,<NULL>,,0,0,,2013-06-27T14:17:45.000Z
9,<NULL>,,0,1,,2013-06-27T14:19:10.000Z
9,<NULL>,,0,1,,2013-06-28T06:26:26.000Z
9,<NULL>,,0,0,,2013-07-02T23:52:39.000Z
9,<NULL>,,0,1,,2013-07-06T11:06:06.000Z
9,<NULL>,,0,1,,2013-07-10T00:24:53.000Z
9,<NULL>,,0,1,,2013-07-11T16:42:56.000Z
9,<NULL>,,0,0,,2013-07-12T20:05:00.000Z
9,<NULL>,,0,0,,2013-07-13T09:09:05.000Z
9,<NULL>,,0,0,,2013-07-17T12:35:06.000Z
9,<NULL>,,0,0,,2013-07-17T21:20:21.000Z
9,<NULL>,,0,0,,2013-07-19T15:39:03.000Z
9,<NULL>,,0,0,,2013-07-20T10:58:31.000Z
9,<NULL>,,0,0,,2013-07-22T16:38:08.000Z
9,<NULL>,,0,1,,2013-07-26T02:08:33.000Z
0,Puerto Ricooooo!!!!!!!!!!!,,0,1,,2013-07-31T07:19:55.000Z
9,<NULL>,,0,0,,2013-08-09T22:42:44.000Z
0,fabbbbbuloso,,0,0,,2013-08-10T22:09:43.000Z
9,<NULL>,,0,3,,2013-08-24T19:51:58.000Z
9,<NULL>,,0,0,,2013-09-02T00:07:52.000Z
9,<NULL>,,0,0,,2013-09-02T00:10:11.000Z
9,<NULL>,,0,0,,2013-10-07T06:33:42.000Z
9,<NULL>,,0,0,,2013-10-10T06:52:17.000Z
9,<NULL>,,0,0,,2013-10-27T17:56:33.000Z
9,<NULL>,,0,1,,2013-11-24T23:47:56.000Z
9,<NULL>,,0,1,,2013-11-24T23:47:58.000Z
9,<NULL>,,0,0,,2013-12-09T21:07:50.000Z
9,<NULL>,,0,0,,2013-12-09T21:09:00.000Z
9,<NULL>,,0,1,,2013-12-09T21:10:30.000Z
9,<NULL>,,0,0,,2013-12-16T05:26:01.000Z
9,<NULL>,,0,0,,2013-12-16T05:26:25.000Z
9,<NULL>,,0,1,,2013-12-28T06:15:00.000Z
9,<NULL>,,0,10,,2014-02-02T23:51:05.000Z
9,<NULL>,,0,1,,2014-02-08T07:24:35.000Z
9,<NULL>,,0,0,,2014-05-01T02:42:18.000Z
9,<NULL>,,1,5,,2014-08-06T18:21:01.000Z
9,<NULL>,,0,0,,2014-09-11T03:10:34.000Z
9,<NULL>,,0,0,,2014-11-07T18:28:10.000Z
9,<NULL>,,0,0,,2014-11-24T04:21:31.000Z
9,<NULL>,,1,5,,2015-02-03T22:02:35.000Z
9,<NULL>,,1,0,,2015-06-09T16:00:55.000Z
9,<NULL>,,0,1,,2015-06-22T03:04:19.000Z
0,Farruko todito un proooooooo,,2,0,,2015-07-22T03:11:53.000Z
9,<NULL>,,0,1,,2015-09-09T10:41:32.000Z
9,<NULL>,,0,0,,2015-10-23T01:44:54.000Z
9,<NULL>,,0,2,,2015-12-08T04:56:53.000Z
9,<NULL>,,0,2,,2016-01-24T02:06:08.000Z
9,<NULL>,,0,0,,2016-01-28T22:14:40.000Z
9,<NULL>,,0,1,,2016-01-28T22:15:43.000Z
9,<NULL>,,0,1,,2016-02-12T15:47:55.000Z
9,<NULL>,,1,4,,2016-03-20T20:53:10.000Z
9,<NULL>,,0,5,,2016-05-02T21:32:07.000Z
9,<NULL>,,0,0,,2016-05-06T11:38:48.000Z
9,<NULL>,,0,0,,2016-06-03T06:50:20.000Z
0,2016?,,3,21,,2016-07-06T02:19:17.000Z
9,<NULL>,,0,7,,2016-07-07T17:45:10.000Z
9,<NULL>,,1,19,,2016-07-10T14:22:21.000Z
9,<NULL>,,0,1,,2016-07-12T11:28:43.000Z
0,good song,,0,6,,2016-11-22T04:31:10.000Z
9,<NULL>,,1,1,,2016-12-22T01:37:06.000Z
9,<NULL>,,0,0,,2017-01-11T16:12:01.000Z
0,2017 :p,,0,15,,2017-02-18T06:00:07.000Z
9,<NULL>,,1,1,,2017-05-15T20:56:45.000Z
0,2017?,,0,1,,2017-07-11T10:58:02.000Z
9,<NULL>,,0,2,,2017-07-21T20:49:47.000Z
0,2017,,0,2,,2017-07-21T22:59:30.000Z
9,<NULL>,,0,0,,2017-08-13T22:45:10.000Z
9,<NULL>,,0,0,,2017-08-22T23:28:20.000Z
0,2017 daleee,,0,1,,2017-08-24T16:35:04.000Z
0,2017?,,0,0,,2017-09-01T08:43:22.000Z
9,<NULL>,,0,0,,2017-09-11T06:48:43.000Z
0,2017?,,0,0,,2017-09-27T07:02:05.000Z
9,<NULL>,,0,0,,2017-10-16T00:46:38.000Z
0,2017?,,0,0,,2017-10-22T08:00:57.000Z
9,<NULL>,,0,0,,2017-10-25T01:35:29.000Z
9,<NULL>,,0,0,,2017-11-28T01:36:15.000Z
0,2017?,,0,0,,2017-12-03T00:58:07.000Z
9,<NULL>,,0,0,,2017-12-09T19:17:43.000Z
9,<NULL>,,0,1,,2017-12-10T14:40:26.000Z
0,"Missing This Farruko, Reggaeton > Trap December 2017",3,0,0,,2017-12-11T09:37:39.000Z
9,<NULL>,,0,0,,2017-12-16T21:08:28.000Z
0,2018,,0,0,,2018-01-09T21:35:22.000Z
9,<NULL>,,0,0,,2018-01-14T23:25:58.000Z
0,2018,,0,0,,2018-01-18T23:32:07.000Z
9,<NULL>,,0,0,,2018-01-19T00:57:03.000Z
0,2018,,0,0,,2018-01-20T13:51:32.000Z
9,<NULL>,,0,0,,2018-01-26T19:33:11.000Z
0,2018?,,0,0,,2018-01-29T16:02:01.000Z
9,<NULL>,,0,0,,2018-02-02T13:42:51.000Z
0,Alsina's sace sunglasses!,,0,0,https://www.youtube.com/watch?v=C3odXOdan2s,2013-02-12T20:24:19.000Z
0,Knucklehead!!!!! TEXARKANA STAND UP!!!,,0,0,,2013-02-12T20:36:10.000Z
11,My Nigga August Is Real...He Said FUCK That Ima Nigga,11,0,0,,2013-02-12T20:49:30.000Z
0,He is so handsome,,0,0,,2013-02-12T20:51:22.000Z
9,<NULL>,,0,0,,2013-02-12T21:30:17.000Z
0,Can't wait...,,0,0,,2013-02-12T21:48:56.000Z
0,Yes!,,0,0,,2013-02-12T21:54:12.000Z
0,He is way too handsomeeee.,3,0,0,,2013-02-12T22:32:58.000Z
0,omg cant waitin til dis cone out an i cant wait til TP2 comes out. Ur brother would be so proud  Love u an may he rest in paradise.,3,0,0,,2013-02-12T22:56:11.000Z
0,"""god damn it I luv it""",3,0,0,,2013-02-13T05:11:29.000Z
11,"Thank you for making real/straight nigga/black men R&B...have fun,absorb game and stay focus on your goals.Keep flooding them.",3,0,0,,2013-02-13T06:57:31.000Z
11,I luv this (Radio Killa) shit!,3,0,0,,2013-02-13T07:32:14.000Z
0,I love you lol,,0,0,,2013-02-13T17:15:23.000Z
11,August too hood to be a singer lol I love his ass tho,11,0,0,,2013-02-13T20:55:43.000Z
11,I fucking love Trinidad James part in the song... The lyrics are so on point! Just wish the video wasn't so typical.,3,0,0,,2013-02-13T23:12:00.000Z
0,whole time tho dats some real shh tho. *raised my cups to dub A*,12,0,0,,2013-02-14T18:39:44.000Z
0,"This dude has skill BUT I just hope he does not go down that stereotypical road of what we see rap and r&b artists do today, where everything is about f*ckin bad b*tches, getting tatts, and smoking weed. I hope he stays hungry and humble.",12,0,0,,2013-02-15T04:31:44.000Z
0,Nice music love it... check me out,3,0,0,,2013-02-16T14:52:04.000Z
0,NEW ORLEANS ALLDAY,,0,0,,2013-02-17T07:45:09.000Z
0,"My bro from my block ""Knuck"" killed the beat!!!!! L up for my lil bro ***Lane Life till tha grave""",3,0,0,,2013-02-17T19:23:04.000Z
11,Man my fucking family crazy dawg nd  cuz I know I Wuld get on hard to from dem fine ass female nd u Already know   nd u yea fwm wen I get da new CD r mixtape,11,0,0,,2013-02-19T06:15:06.000Z
11,THIS SHIT IS FIRRRRREEEEE !!!!!,,0,0,,2013-02-20T07:46:16.000Z
11,FUCK B.E.T. FA BANDING THIS VIDEO!,11,0,0,,2013-02-20T11:55:02.000Z
9,<NULL>,,0,0,,2013-02-21T20:17:24.000Z
11,"He said "" I do not understand how these niggas sit here with these fine ass women....and yo dick do not get hard??' I understand we gotta be professional...but fuck that ima nigga!"" Lmao! But I love him he is a fresh new artist doin fresh shit' I look forward to his next releases ;)",3,0,0,,2013-02-24T02:47:16.000Z
0,"Ahaha August was doing the most, but still love him tho til the end!!",3,0,0,,2013-03-05T03:39:02.000Z
0,nice song damnnnnn kiss from paris,3,0,0,,2013-03-16T22:50:32.000Z
0,How much for a verse serious inquiry email me kwn_ddd,2,0,0,,2013-03-21T22:02:40.000Z
0,"He has the most gorgeous face, but he would seriously benefit from a really good workout regimen. Get that body right, August!",3,0,0,,2013-03-22T10:37:53.000Z
0,He is CUTE,,0,0,,2013-04-21T14:35:18.000Z
0,He has to come out in sumtin,12,0,0,,2013-04-22T04:52:10.000Z
0,he said mmm LOL,,0,0,,2013-04-28T01:49:18.000Z
0,He's cute!!!!,,0,0,,2013-05-02T00:09:06.000Z
11,"his face when he says ""& yo dick dont get hard"" lmao so cute",3,0,0,,2013-05-03T23:53:40.000Z
0,august is so mfkn sexy,3,0,0,,2013-05-05T18:20:25.000Z
0,Lmao gave me so much life!,12,0,0,,2013-05-09T03:43:47.000Z
0,"james is wearing a supreme hoodie, he must hav some sort of respect for tyler the creator",3,0,0,,2013-05-11T18:03:58.000Z
0,August Alsina Look GOOD,,0,0,,2013-05-12T21:33:53.000Z
0,"LOL,,, he tried to talk like them at 1:19",12,0,0,,2013-05-16T00:02:18.000Z
0,omg HES FINE,,0,0,,2013-05-16T04:43:36.000Z
0,I want yu!August alsina,,0,0,,2013-05-17T23:59:39.000Z
0,Damn baby a cutie...I like you :-*,3,0,0,,2013-05-24T07:18:27.000Z
0,song was hot and u look good doin daddy,3,0,0,,2013-05-25T00:59:04.000Z
0,"August Alsina Is Like The Cutest, Sexiest celebrity out there right now,!!!!!!!. I needa meet him. Frfr!.",3,0,0,,2013-06-03T20:40:54.000Z
0,He's Perfect *_*,,0,0,,2013-06-08T18:05:40.000Z
0,Lmao,,0,0,,2013-06-10T17:49:02.000Z
0,Lol he screamed,,0,0,,2013-06-10T17:50:49.000Z
0,beat the wheels cuz im gone! lmfao hell naw gotta love him !!,3,0,0,,2013-06-14T16:12:56.000Z
11,"""...i know im pro but fuck dst im naked"" i am rollinnn!!!!!!",11,0,0,,2013-06-21T02:12:11.000Z
11,"August is so fine Llol when he saidd "" I do not understand how these niggas can do a video with these sexy ass Woman when yo dick do not get on ha.""",11,0,0,,2013-06-22T00:38:55.000Z
11,He said some true words how do they get all them sexy girls in there video around them and they dick dont get hard I feel u august my dick would get hard to. Good vibes :),11,0,0,,2013-06-25T06:44:50.000Z
0,I love him he to sexy,3,0,0,,2013-06-25T15:58:29.000Z
0,"he said ""gettin money ha, beat the wheels cause im gone"" i luv august",3,0,0,,2013-06-27T15:56:47.000Z
11,"August Alsina ""Fuck dat nigga, Im a nigga""",11,0,0,,2013-07-08T04:52:01.000Z
0,Amazing video,,0,0,,2013-07-13T01:14:21.000Z
0,August alsina fine as hell,3,0,0,,2013-07-13T05:38:12.000Z
0,And im not a boy ima girl im using my bro page,12,0,0,,2013-07-13T05:38:58.000Z
0,"Lmao i met him like a week or two ago. He's a character. Funny af. ""Mannnn yall outchea Stuntin on dese people mannnn!"" Lmfaooooo funny!!!!!",3,0,0,,2013-07-19T21:41:47.000Z
9,<NULL>,,0,0,,2013-07-24T06:19:12.000Z
0,August need to come ta Michigan frfr !,12,0,0,,2013-07-27T05:45:51.000Z
0,Sexiest artist out there right mow . Forget Trey Songz August all day,3,0,0,,2013-07-27T18:31:55.000Z
0,this is da sing,,0,0,,2013-07-31T02:57:32.000Z
0,God damn. This dude is sexy af...,3,0,0,,2013-08-01T00:07:55.000Z
0,Trinideal james liked to fell off the back of that car,12,0,0,,2013-08-02T19:39:11.000Z
0,He seems so down to earth & cool. I would love to hang with him & TJ,3,0,0,,2013-08-05T05:16:36.000Z
0,"All of his ""muthafuckin goonies"" had dreads lol am i the only one who noticed that?",2,0,0,,2013-08-06T04:06:41.000Z
0,"Lmao ""mmm"". I lovee him yo 3",3,0,0,,2013-08-07T18:20:12.000Z
0,This Man Is Fine AF Nd Tj Is Just Ugly,3,0,0,,2013-08-09T02:31:58.000Z
0,Yoooo I love August in this BTS <3,3,0,0,,2013-08-10T03:12:07.000Z
11,August is funny is shit,11,0,0,,2013-08-13T17:10:56.000Z
0,0:53-1:06 lol like he,,0,0,,2013-08-16T01:58:23.000Z
0,Man that was a good video he said lock came out here stutin on these people man lol,3,0,0,,2013-08-17T14:36:15.000Z
0,he is sexy!,,0,0,,2013-08-19T22:12:35.000Z
0,I love him.,,0,0,,2013-08-21T02:06:02.000Z
0,She fu(ked him after the video shoot...,11,0,0,,2013-08-23T14:50:53.000Z
11,lmaooo his face after he said 'and yo dick dont get hard',11,0,0,,2013-08-23T19:47:54.000Z
11,I love how he said women instead of bitches,11,0,0,,2013-08-26T23:00:13.000Z
0,He seem cool af,,0,0,,2013-08-27T22:46:32.000Z
0,Haha August seems chillllll !!! Love him so much,3,0,0,,2013-09-01T02:52:48.000Z
0,0:59 LOL!!! His face killed me...,3,0,0,,2013-09-02T04:57:05.000Z
9,<NULL>,,0,0,,2013-09-07T22:24:02.000Z
9,<NULL>,,0,0,,2013-09-08T02:05:29.000Z
0,Tht girl tho,,0,0,,2013-09-08T22:25:16.000Z
0,This is my fav song it will never get old.. :-),3,0,0,,2013-09-09T06:30:55.000Z
11,"Lh , Not that he said I just do not understand how these niggas be doing this videos with These sexy ass women .... AND THEY DICK DON'T GET HARD !!! CTFUUUU :)))))",11,0,0,,2013-09-10T04:26:50.000Z
11,I know NUMBER Damn Thing Old Girl Better Get Off My Boo August Lol She Lost Her Damn Mind Lls I Wish I was Dat Girl I Luv You August Alsina,11,0,0,,2013-09-15T17:25:01.000Z
11,504/337 go head tory..cory..and cam...lol!!! NUMBER this shit!,11,0,0,,2013-09-17T21:05:25.000Z
0,sexy,,0,0,,2013-09-17T22:51:28.000Z
0,"love that accent, he fibe ascell",3,0,0,,2013-09-18T23:10:34.000Z
11,Ugh I love his sexy ass accent. Lord.,11,0,1,,2013-09-20T01:40:54.000Z
0,When is the remix gone drop,2,0,0,,2013-09-23T07:02:23.000Z
0,he is so crazy and funny as hell,3,0,0,,2013-09-25T17:30:12.000Z
9,<NULL>,,0,0,,2013-10-06T01:53:22.000Z
0,ooo LAWD i met him yesterday Im trying so hard not to be cheesy lol but he is amazing,3,0,0,,2013-10-12T19:14:24.000Z
0,This funny,,0,0,,2013-10-13T15:50:34.000Z
11,"1:00 ""I mean i understand that we professionals nd shiii but nigga fxck that imma nigga""! lmaooo that part had me weak asf !",11,0,2,,2013-10-16T06:23:26.000Z
0,He need to come to STL,12,0,0,,2013-10-18T03:35:31.000Z
9,<NULL>,,0,0,,2013-10-18T20:35:57.000Z
0,Lucky u! i'm jealous!,,0,0,,2013-10-18T22:58:11.000Z
11,"I did not say it was a bad thing, I just wondered if anyone noticed. Fuck outta here.",11,0,0,,2013-10-19T04:20:07.000Z
11,"Why in the entire fuck is everybody so damn sensitive about my dread comment, tf is wrong with people on youtube seriously?.. anyway S/O to  ",11,0,0,,2013-10-19T04:21:44.000Z
0,omgosh IM n love with August alsina he is so real that accent and he just FINE,3,0,1,,2013-10-19T12:29:47.000Z
11,U fuck outta here! I just asked a question I did not insult u!,11,0,0,,2013-10-20T14:28:20.000Z
11,can u guys show some love and check out my cover to i luv this shit on my channel  holifield thanks Nd god bless,11,0,0,,2013-10-21T04:02:22.000Z
11,"Lol lol lol!!!!!!! These sexy women, and they do not have they dick on it!!!!!!!! That part had me ROLLIN LOLOLOL:)",11,0,0,,2013-10-23T01:09:25.000Z
11,that was hella funny when he said [i dint understand how theses nigga be workin wit these fine ass women and they dick dont get hard fuck that nigga ima nigga] i was hollin,11,0,0,,2013-10-27T18:32:24.000Z
9,<NULL>,,0,0,,2013-11-02T03:43:46.000Z
11,maaaan I was hollerin........this niggah real af,11,0,0,,2013-11-05T05:27:31.000Z
11,"0:54-1:04~funniest shit. Im mad he kept lookin to the side like that,lmao",11,0,0,,2013-11-05T05:29:32.000Z
0,"I luv tht new orleans ""u heard me""lol I luv it My IG. tbh__Lay follow",3,0,0,,2013-11-07T00:55:38.000Z
0,Lmao His Face When He Say Dat.. Priceless,3,0,3,,2013-11-08T02:08:45.000Z
0,Damn he finnne as fuckkkk my gosh!!!!!,3,1,29,,2013-11-30T02:28:22.000Z
11,"He said ""hmmmmm"" ""ima nigga fuck that """,11,0,19,,2013-12-01T20:04:37.000Z
0,Funny,,0,0,,2013-12-03T04:26:36.000Z
9,<NULL>,,0,0,,2013-12-15T05:04:03.000Z
0,Ctfupp :54-1:04,,0,3,,2013-12-22T21:57:36.000Z
0,"Lol "" tell em bye""",,0,7,,2013-12-28T19:33:25.000Z
0,Lmfaooo  him at the bedroom scene,12,2,17,,2013-12-29T08:08:05.000Z
9,<NULL>,,0,0,,2014-01-01T01:25:54.000Z
9,<NULL>,,0,0,,2014-01-01T01:26:25.000Z
11,Lmao he said fuck that imma nigga,11,0,38,,2014-01-01T18:58:17.000Z
0,Face mobb NUMBER i luv it,3,1,0,,2014-01-01T19:20:22.000Z
0,Tellem bye,,0,0,,2014-01-03T00:58:18.000Z
0,Them accents tho! YES LAWD!!!! >>>>>,3,1,9,,2014-01-10T12:49:04.000Z
0,my baby so silly,,1,1,,2014-01-31T15:28:25.000Z
0,My bae,,1,1,,2014-02-04T04:32:38.000Z
11,"Getting money, huh beat da wheels cause I am gone!!!!!! He's cute , talented , HE'S A NIGGA!! , pretty teeth , he is respectful , and most importantly my idol and inspiration!!!  Subscribe to my channel please and thank you.",11,1,16,,2014-02-08T06:45:05.000Z
11,But Nigga fuck that im a nigga'lol,11,0,7,,2014-02-08T13:02:36.000Z
11,Ha ha he said fuck that imma nigga love him,11,0,6,,2014-02-15T22:57:40.000Z
0,What car is that?!,,0,0,,2014-02-17T23:51:53.000Z
0,Hes just sooooo!! Funny I justhim ;-),3,0,4,,2014-02-23T06:42:33.000Z
9,<NULL>,,0,0,,2014-02-23T22:32:27.000Z
11,Fuck that ima nigga! LMAO !,11,0,22,,2014-02-24T23:34:03.000Z
0,Too real...,,0,3,,2014-03-26T18:48:22.000Z
11,Man I love this shit,11,0,0,,2014-04-04T08:02:18.000Z
0,I love this beat,,0,6,,2014-04-04T08:02:41.000Z
9,<NULL>,,0,0,,2014-04-04T08:10:46.000Z
0,He NUMBER (kept it real),,0,7,,2014-04-04T08:11:26.000Z
0,BRUH THATS MY BABY ZADDY LET SOMEONE MESS WITH HIM BISHH WE GOING BE FIGHTINGG ...SINCERELY. MISS ALSINA°° LOVE YOU ALWAYS BY YOUR WIFFEE..HMU SOMEDAY TO ON KIK AT ndeiah,12,0,0,,2014-04-29T03:24:04.000Z
11,"Lol at that fool not having any self control on set with the scene with the woman & how he said ""but f that imma nigga""",11,0,0,,2014-05-04T05:57:55.000Z
11,"Lol at that fool not having any self control on set with the scene with the woman & how he said ""but f that imma nigga""",11,0,1,,2014-05-04T05:58:03.000Z
0,eff this im being a video vixen!,8,2,21,,2014-05-17T02:34:33.000Z
11,this nigga is just too sexy,11,0,4,,2014-05-29T16:54:33.000Z
0,aint he sexy and gorgous yall,3,0,8,,2014-06-07T22:41:32.000Z
0,Aug u a hot mess plus u like women like that Lol,3,0,0,,2014-06-24T17:34:49.000Z
0,Lol august you silly ahh hell,3,0,1,,2014-06-27T03:16:13.000Z
11,THESE'S MY MUTHA FUCKIN GOONIES,11,0,3,,2014-06-29T00:06:07.000Z
11,Lmao  I love august . watch he gone win all these awards tomorrow   gorgeous ass,11,0,0,,2014-06-29T09:57:55.000Z
0,Kate he is hot,,0,0,,2014-07-04T22:34:43.000Z
0,Kate he is hot,,0,0,,2014-07-04T22:34:46.000Z
0,lol luv August Alsina <3 0:54,3,0,1,,2014-07-07T02:34:24.000Z
11,"""But nigga fuck that I am a nigga"" lmaooooo",11,0,14,,2014-07-07T05:06:33.000Z
0,That face he made at 0:59 omg,12,0,1,,2014-07-10T22:34:32.000Z
0,. ii promisee yuu thiss husband right heaa ! Watch,12,0,1,,2014-07-17T15:37:43.000Z
0,. ii promise yuu this husband inaa few more years .,12,0,0,,2014-07-17T15:38:27.000Z
11,"OMG the, niggas from NO talk sexy asf !",11,0,0,,2014-07-20T16:03:08.000Z
0,that face he made tho .lmao,3,0,0,,2014-07-20T16:05:41.000Z
0,"""Beat the wheels cuz im gone"" LMFAOOO",3,0,2,,2014-07-25T05:19:48.000Z
0,All his homies had dreads,12,2,0,,2014-07-26T09:09:40.000Z
0,Can someone please tell me who that girl was?!!!!,2,0,0,,2014-07-27T03:44:01.000Z
11,Damn he said and they dick do not get hard,11,1,16,,2014-07-29T22:13:07.000Z
0,I still cannot get my head off that face aug made wow :-* :-),3,0,4,,2014-08-16T19:26:30.000Z
0,Twins funny,,0,0,,2014-08-24T16:22:25.000Z
11,Its sad cuz august do not know that chick that is on top of him is nothing my ass shots boob implants weave and make up remove all that and she would not get a second look just once I had like to see a pretty and natural wemon in videos but hey they got what they needed for the video and I love august so yay!!!,11,1,9,,2014-09-14T13:49:45.000Z
0,COME TO AUSTRALIA !!!,,0,0,,2014-09-29T09:02:46.000Z
0,Can I have you lol +August Alsina,2,0,2,,2014-10-15T13:30:04.000Z
11,"""Nigga fuck that, I am a nigga""",11,0,3,,2014-10-21T21:59:47.000Z
0,Yes august but that girl no,12,0,1,,2014-11-29T03:16:22.000Z
0,All them dudes got dreads,12,0,0,,2014-12-08T04:11:00.000Z
0,"""You ain't got to go home but chu got to get the f**k out"" lmao gotta love him ️",3,0,3,,2014-12-08T04:52:26.000Z
0,The funniest part 0:50-1:07,,0,3,,2015-01-15T01:05:49.000Z
0,Hellllooooo.yo n.o NUMBER fun,3,0,0,,2015-01-18T11:47:42.000Z
0,Damn is it possible to get that Pink Dolphin Jacket Aug was rockin???,2,0,0,,2015-04-22T04:19:26.000Z
0,""" Umph!"" Lol my fave part lol, Love me some August!",3,0,0,,2015-05-28T00:37:18.000Z
0,Lol these my muhfukin goonies,3,0,0,,2015-06-14T04:59:57.000Z
0,I luvAugust so much and the fact that he has an amazing voice and even though his brother died he is still strong enough to make songs about him i luv u August Alsina,3,0,2,,2015-06-17T16:01:16.000Z
0,Free bang gang rell  jtfo,12,0,0,,2015-07-10T19:15:45.000Z
0,"Oh my goodness, August is sooooo fine",3,0,1,,2015-07-28T19:14:55.000Z
0,love his voice,,0,1,,2015-09-04T03:41:50.000Z
9,<NULL>,,1,0,,2015-09-09T19:08:06.000Z
0,bruh he ctfu when he was in the bed,12,0,2,,2015-09-18T20:18:13.000Z
0,What is sad is it that anybody who has a nice body is immediately fake and everything in her is fake I am not saying this to the women which everything is actually take I am talking about the women who gets discarded because they have an extremely nice body,12,0,0,,2015-11-04T21:25:53.000Z
0,I was dead at :49-1:05,12,0,9,,2016-03-25T04:57:41.000Z
0,I miss this August mane,3,0,2,,2017-07-09T20:55:22.000Z
0,Dude I listened to this song more than I can ever count I am serious I love this song,3,0,0,,2018-01-25T01:07:14.000Z
0,Firsttttt....instagram joshua_xso,,0,1,https://www.youtube.com/watch?v=3R5Lzjf0Zkw,2018-01-01T12:01:56.000Z
0,second....,,0,0,,2018-01-01T12:08:38.000Z
0,Who is that chick in the orange shirt?,2,5,19,,2018-01-01T12:10:46.000Z
0,Can't stand these two anymore,8,14,199,,2018-01-01T12:11:47.000Z
0,Lmao how the little girl is dunking the horses in the water,8,9,272,,2018-01-01T12:20:30.000Z
0,I’m so over these two they should just let Carly Be and live her life with her parents they need to raise Nova and be happy... I’m sure that Carly is Happy with her parents that she been with since Birth.,8,6,259,,2018-01-01T12:30:13.000Z
0,hopefully they get what they wanted. the kid deserves to see them just like the biological parents do. in the future the kids will make their own decisions who they want or do not want in their lives ...,12,1,5,,2018-01-01T12:31:40.000Z
0,I use to love Caitlyn and Tyler so much but over the years they have just gotten so bad and my eyes have opened to certain things.,8,0,85,,2018-01-01T12:45:13.000Z
0,"This marriage will not last. You can tell Tyler is not attracted to cate, probably feels he cannot leave because of her problems. Im going to be honest with y'all I believe his gay. Life is to short to waste time on people u do not actually want to be with.",8,9,83,,2018-01-01T12:49:45.000Z
0,They need to let it go u cannot give ur kid up for adoption and feel like u should play a major part in their life,8,41,480,,2018-01-01T12:55:47.000Z
0,"""Yeah waited for two years""-- You signed your rights over, do these idiots realize B&T do not ever have to let you see THEIR children at all? They wouldnt have had to wait that long if Tyler wasn't being a moron.",8,20,122,,2018-01-01T13:03:10.000Z
0,0:35 I how I feel about Teen Mom OG,12,0,1,,2018-01-01T13:23:47.000Z
0,Teen Mom NUMBER is way better,3,1,25,,2018-01-01T13:34:57.000Z
0,Catlynne will always be her mum step mom is spitful,12,4,5,,2018-01-01T13:43:14.000Z
0,"i do not know...carly's parents do not owe them anything. these shady comments are so unnecessary, you know exactly what adoption means and you know you cannot call her parents and ask when you can see her. you gave up those rights and you need to understand that if they say ""no not this year"" you need to accept it, however difficult it may be because you wanted what is best for her. talking smack about her parents on tv until the give in to you guys is not right at all.",8,20,159,,2018-01-01T13:46:46.000Z
9,<NULL>,,0,0,,2018-01-01T13:53:18.000Z
0,I cannot believe these two do not understand Carly does not see them as her parents.,8,12,199,,2018-01-01T13:59:32.000Z
0,Threads is nt her mom and will never be,,1,1,,2018-01-01T14:02:49.000Z
0,THIS IS AN OPEN ADOPTION PEOPLE,12,10,24,,2018-01-01T14:11:24.000Z
0,When they gave up Carly for adoption they both were dirt poor and they could not imagine few years later they would earn more money than Carly's adoptive parents .,8,9,103,,2018-01-01T14:32:55.000Z
0,Having the same blood does not make you automatically a parent. You gave her up. If you truely love her as much as you say: let her live her life until she is ready and old enough to make her own choices. And don 't FORCE yourself up on her and her PARENTS.,8,10,158,,2018-01-01T14:33:12.000Z
0,"I am so over this two. It's like they are living in their own world where they think that because they want carly back that they are entitled to have her just like that. They should consider themselves lucky cause most people that get their kids adopted do not have any communication from their biological kids. They made a decision and by the way they were living before that was the best for decison for that little girl, to be in a more stable family. Why do not they focus on nova and their new business or maybe maintaining their house clean.",8,1,73,,2018-01-01T14:33:28.000Z
0,Farah daughter is like her mom devious disrespectful,8,6,118,,2018-01-01T14:33:52.000Z
0,So sick about hearing about it honestly EIGHT YEARS ALREADY,8,3,149,,2018-01-01T14:50:27.000Z
11,"the devil will finally feel some air if I ever gave my child up for adoption ain't no one going to tell me ever when I can or cannot see my child I always felt that they should have grow up, got their shit together and raise her (Carly) the best way possible",12,2,2,,2018-01-01T15:04:04.000Z
